STATE,ST,GUN VIOLENCE DEATHS PER CAPITA,YEAR,MEDIAN INCOME,OCCUPATION,TOTAL EMPLOYEES,LOCATION,DATE,TOTAL GUN VIOLENCE VICTIMS FROM MASS SHOOTING,TOTAL FIREARMS REPORTS AS LOST OR STOLEN,NUMBER OF REGISTERED FIREARMS
NA Iowa,IA,NA,2008,NA,Mental health and substance abuse social workers,1600,NA,NA,NA,NA,NA
NA Kansas,KS,NA,2008,NA,Mental health counselors,580,NA,NA,NA,NA,NA
NA Kansas,KS,NA,2008,NA,Mental health and substance abuse social workers,990,NA,NA,NA,NA,NA
NA Kentucky,KY,NA,2008,NA,Mental health counselors,1340,NA,NA,NA,NA,NA
NA Kentucky,KY,NA,2008,NA,Mental health and substance abuse social workers,1420,NA,NA,NA,NA,NA
NA Louisiana,LA,NA,2008,NA,Mental health counselors,1780,NA,NA,NA,NA,NA
NA Louisiana,LA,NA,2008,NA,Mental health and substance abuse social workers,1210,NA,NA,NA,NA,NA
NA Maine,ME,NA,2008,NA,Mental health counselors,380,NA,NA,NA,NA,NA
NA Maine,ME,NA,2008,NA,Mental health and substance abuse social workers,1430,NA,NA,NA,NA,NA
NA Maryland,MD,NA,2008,NA,Mental health counselors,1470,NA,NA,NA,NA,NA
NA Maryland,MD,NA,2008,NA,Mental health and substance abuse social workers,1870,NA,NA,NA,NA,NA
NA Massachusetts,MA,NA,2008,NA,Mental health counselors,6030,NA,NA,NA,NA,NA
NA Massachusetts,MA,NA,2008,NA,Mental health and substance abuse social workers,6060,NA,NA,NA,NA,NA
NA Michigan,MI,NA,2008,NA,Mental health counselors,2030,NA,NA,NA,NA,NA
NA Michigan,MI,NA,2008,NA,Mental health and substance abuse social workers,4990,NA,NA,NA,NA,NA
NA Minnesota,MN,NA,2008,NA,Mental health counselors,1820,NA,NA,NA,NA,NA
NA Minnesota,MN,NA,2008,NA,Mental health and substance abuse social workers,2110,NA,NA,NA,NA,NA
NA Mississippi,MS,NA,2008,NA,Mental health counselors,520,NA,NA,NA,NA,NA
NA Mississippi,MS,NA,2008,NA,Mental health and substance abuse social workers,860,NA,NA,NA,NA,NA
NA Missouri,MO,NA,2008,NA,Mental health counselors,1320,NA,NA,NA,NA,NA
NA Missouri,MO,NA,2008,NA,Mental health and substance abuse social workers,2970,NA,NA,NA,NA,NA
NA Montana,MT,NA,2008,NA,Mental health counselors,540,NA,NA,NA,NA,NA
NA Montana,MT,NA,2008,NA,Mental health and substance abuse social workers,450,NA,NA,NA,NA,NA
NA Nebraska,NE,NA,2008,NA,Mental health counselors,740,NA,NA,NA,NA,NA
NA Nebraska,NE,NA,2008,NA,Mental health and substance abuse social workers,780,NA,NA,NA,NA,NA
NA Nevada,NV,NA,2008,NA,Mental health counselors,390,NA,NA,NA,NA,NA
NA Nevada,NV,NA,2008,NA,Mental health and substance abuse social workers,340,NA,NA,NA,NA,NA
NA New Hampshire,NH,NA,2008,NA,Mental health counselors,500,NA,NA,NA,NA,NA
NA New Hampshire,NH,NA,2008,NA,Mental health and substance abuse social workers,390,NA,NA,NA,NA,NA
NA New Jersey,NJ,NA,2008,NA,Mental health counselors,3220,NA,NA,NA,NA,NA
NA New Jersey,NJ,NA,2008,NA,Mental health and substance abuse social workers,1840,NA,NA,NA,NA,NA
NA New Mexico,NM,NA,2008,NA,Mental health counselors,960,NA,NA,NA,NA,NA
NA New Mexico,NM,NA,2008,NA,Mental health and substance abuse social workers,1920,NA,NA,NA,NA,NA
NA New York,NY,NA,2008,NA,Mental health counselors,6980,NA,NA,NA,NA,NA
NA New York,NY,NA,2008,NA,Mental health and substance abuse social workers,12080,NA,NA,NA,NA,NA
NA North Carolina,NC,NA,2008,NA,Mental health counselors,2960,NA,NA,NA,NA,NA
NA North Carolina,NC,NA,2008,NA,Mental health and substance abuse social workers,4270,NA,NA,NA,NA,NA
NA North Dakota,ND,NA,2008,NA,Mental health and substance abuse social workers,390,NA,NA,NA,NA,NA
NA Ohio,OH,NA,2008,NA,Mental health counselors,3600,NA,NA,NA,NA,NA
NA Ohio,OH,NA,2008,NA,Mental health and substance abuse social workers,4720,NA,NA,NA,NA,NA
NA Oklahoma,OK,NA,2008,NA,Mental health counselors,1090,NA,NA,NA,NA,NA
NA Oklahoma,OK,NA,2008,NA,Mental health and substance abuse social workers,970,NA,NA,NA,NA,NA
NA Oregon,OR,NA,2008,NA,Mental health counselors,1680,NA,NA,NA,NA,NA
NA Oregon,OR,NA,2008,NA,Mental health and substance abuse social workers,1790,NA,NA,NA,NA,NA
NA Pennsylvania,PA,NA,2008,NA,Mental health counselors,13870,NA,NA,NA,NA,NA
NA Pennsylvania,PA,NA,2008,NA,Mental health and substance abuse social workers,8400,NA,NA,NA,NA,NA
NA Rhode Island,RI,NA,2008,NA,Mental health counselors,510,NA,NA,NA,NA,NA
NA Rhode Island,RI,NA,2008,NA,Mental health and substance abuse social workers,1480,NA,NA,NA,NA,NA
NA South Carolina,SC,NA,2008,NA,Mental health counselors,390,NA,NA,NA,NA,NA
NA South Carolina,SC,NA,2008,NA,Mental health and substance abuse social workers,720,NA,NA,NA,NA,NA
NA South Dakota,SD,NA,2008,NA,Mental health counselors,250,NA,NA,NA,NA,NA
NA South Dakota,SD,NA,2008,NA,Mental health and substance abuse social workers,280,NA,NA,NA,NA,NA
NA Tennessee,TN,NA,2008,NA,Mental health counselors,2330,NA,NA,NA,NA,NA
NA Tennessee,TN,NA,2008,NA,Mental health and substance abuse social workers,2430,NA,NA,NA,NA,NA
NA Texas,TX,NA,2008,NA,Mental health counselors,3830,NA,NA,NA,NA,NA
NA Texas,TX,NA,2008,NA,Mental health and substance abuse social workers,9930,NA,NA,NA,NA,NA
NA Utah,UT,NA,2008,NA,Mental health counselors,660,NA,NA,NA,NA,NA
NA Utah,UT,NA,2008,NA,Mental health and substance abuse social workers,1030,NA,NA,NA,NA,NA
NA Vermont,VT,NA,2008,NA,Mental health counselors,180,NA,NA,NA,NA,NA
NA Vermont,VT,NA,2008,NA,Mental health and substance abuse social workers,**,NA,NA,NA,NA,NA
NA Virginia,VA,NA,2008,NA,Mental health counselors,3940,NA,NA,NA,NA,NA
NA Virginia,VA,NA,2008,NA,Mental health and substance abuse social workers,3700,NA,NA,NA,NA,NA
NA Washington,WA,NA,2008,NA,Mental health counselors,5300,NA,NA,NA,NA,NA
NA Washington,WA,NA,2008,NA,Mental health and substance abuse social workers,2330,NA,NA,NA,NA,NA
NA West Virginia,WV,NA,2008,NA,Mental health counselors,780,NA,NA,NA,NA,NA
NA West Virginia,WV,NA,2008,NA,Mental health and substance abuse social workers,1580,NA,NA,NA,NA,NA
NA Wisconsin,WI,NA,2008,NA,Mental health counselors,1410,NA,NA,NA,NA,NA
NA Wisconsin,WI,NA,2008,NA,Mental health and substance abuse social workers,2640,NA,NA,NA,NA,NA
NA Wyoming,WY,NA,2008,NA,Mental health counselors,200,NA,NA,NA,NA,NA
NA Wyoming,WY,NA,2008,NA,Mental health and substance abuse social workers,360,NA,NA,NA,NA,NA
NA Puerto Rico,PR,NA,2008,NA,Mental health counselors,70,NA,NA,NA,NA,NA
NA Puerto Rico,PR,NA,2008,NA,Mental health and substance abuse social workers,230,NA,NA,NA,NA,NA
NA Alabama,AL,NA,2009,NA,Mental health counselors,650,NA,NA,NA,NA,NA
NA Alabama,AL,NA,2009,NA,Mental health and substance abuse social workers,840,NA,NA,NA,NA,NA
NA Alaska,AK,NA,2009,NA,Mental health counselors,370,NA,NA,NA,NA,NA
NA Alaska,AK,NA,2009,NA,Mental health and substance abuse social workers,360,NA,NA,NA,NA,NA
NA Arizona,AZ,NA,2009,NA,Mental health counselors,910,NA,NA,NA,NA,NA
NA Arizona,AZ,NA,2009,NA,Mental health and substance abuse social workers,3110,NA,NA,NA,NA,NA
NA Arkansas,AR,NA,2009,NA,Mental health counselors,490,NA,NA,NA,NA,NA
NA Arkansas,AR,NA,2009,NA,Mental health and substance abuse social workers,820,NA,NA,NA,NA,NA
NA California,CA,NA,2009,NA,Mental health counselors,9420,NA,NA,NA,NA,NA
NA California,CA,NA,2009,NA,Mental health and substance abuse social workers,13140,NA,NA,NA,NA,NA
NA Colorado,CO,NA,2009,NA,Mental health counselors,2960,NA,NA,NA,NA,NA
NA Colorado,CO,NA,2009,NA,Mental health and substance abuse social workers,2750,NA,NA,NA,NA,NA
NA Connecticut,CT,NA,2009,NA,Mental health counselors,1700,NA,NA,NA,NA,NA
NA Connecticut,CT,NA,2009,NA,Mental health and substance abuse social workers,2850,NA,NA,NA,NA,NA
NA Delaware,DE,NA,2009,NA,Mental health counselors,120,NA,NA,NA,NA,NA
NA Delaware,DE,NA,2009,NA,Mental health and substance abuse social workers,620,NA,NA,NA,NA,NA
NA Florida,FL,NA,2009,NA,Mental health counselors,4410,NA,NA,NA,NA,NA
NA Florida,FL,NA,2009,NA,Mental health and substance abuse social workers,6080,NA,NA,NA,NA,NA
NA Georgia,GA,NA,2009,NA,Mental health counselors,1520,NA,NA,NA,NA,NA
NA Georgia,GA,NA,2009,NA,Mental health and substance abuse social workers,1030,NA,NA,NA,NA,NA
NA Hawaii,HI,NA,2009,NA,Mental health counselors,170,NA,NA,NA,NA,NA
NA Hawaii,HI,NA,2009,NA,Mental health and substance abuse social workers,610,NA,NA,NA,NA,NA
NA Idaho,ID,NA,2009,NA,Mental health counselors,610,NA,NA,NA,NA,NA
NA Idaho,ID,NA,2009,NA,Mental health and substance abuse social workers,1090,NA,NA,NA,NA,NA
NA Illinois,IL,NA,2009,NA,Mental health counselors,5690,NA,NA,NA,NA,NA
NA Illinois,IL,NA,2009,NA,Mental health and substance abuse social workers,5570,NA,NA,NA,NA,NA
NA Indiana,IN,NA,2009,NA,Mental health counselors,1070,NA,NA,NA,NA,NA
NA Indiana,IN,NA,2009,NA,Mental health and substance abuse social workers,2240,NA,NA,NA,NA,NA
NA Iowa,IA,NA,2009,NA,Mental health counselors,1250,NA,NA,NA,NA,NA
NA Iowa,IA,NA,2009,NA,Mental health and substance abuse social workers,1810,NA,NA,NA,NA,NA
NA Kansas,KS,NA,2009,NA,Mental health counselors,600,NA,NA,NA,NA,NA
NA Kansas,KS,NA,2009,NA,Mental health and substance abuse social workers,870,NA,NA,NA,NA,NA
NA Kentucky,KY,NA,2009,NA,Mental health counselors,1180,NA,NA,NA,NA,NA
NA Kentucky,KY,NA,2009,NA,Mental health and substance abuse social workers,1560,NA,NA,NA,NA,NA
NA Louisiana,LA,NA,2009,NA,Mental health counselors,2150,NA,NA,NA,NA,NA
NA Louisiana,LA,NA,2009,NA,Mental health and substance abuse social workers,1420,NA,NA,NA,NA,NA
NA Maine,ME,NA,2009,NA,Mental health counselors,350,NA,NA,NA,NA,NA
NA Maine,ME,NA,2009,NA,Mental health and substance abuse social workers,1530,NA,NA,NA,NA,NA
NA Maryland,MD,NA,2009,NA,Mental health counselors,1530,NA,NA,NA,NA,NA
NA Maryland,MD,NA,2009,NA,Mental health and substance abuse social workers,1780,NA,NA,NA,NA,NA
NA Massachusetts,MA,NA,2009,NA,Mental health counselors,5020,NA,NA,NA,NA,NA
NA Massachusetts,MA,NA,2009,NA,Mental health and substance abuse social workers,6240,NA,NA,NA,NA,NA
NA Michigan,MI,NA,2009,NA,Mental health counselors,2040,NA,NA,NA,NA,NA
NA Michigan,MI,NA,2009,NA,Mental health and substance abuse social workers,5210,NA,NA,NA,NA,NA
NA Minnesota,MN,NA,2009,NA,Mental health counselors,2060,NA,NA,NA,NA,NA
NA Minnesota,MN,NA,2009,NA,Mental health and substance abuse social workers,2100,NA,NA,NA,NA,NA
NA Mississippi,MS,NA,2009,NA,Mental health counselors,670,NA,NA,NA,NA,NA
NA Mississippi,MS,NA,2009,NA,Mental health and substance abuse social workers,970,NA,NA,NA,NA,NA
NA Missouri,MO,NA,2009,NA,Mental health counselors,1090,NA,NA,NA,NA,NA
NA Missouri,MO,NA,2009,NA,Mental health and substance abuse social workers,3550,NA,NA,NA,NA,NA
NA Montana,MT,NA,2009,NA,Mental health counselors,510,NA,NA,NA,NA,NA
NA Montana,MT,NA,2009,NA,Mental health and substance abuse social workers,410,NA,NA,NA,NA,NA
NA Nebraska,NE,NA,2009,NA,Mental health counselors,780,NA,NA,NA,NA,NA
NA Nebraska,NE,NA,2009,NA,Mental health and substance abuse social workers,700,NA,NA,NA,NA,NA
NA Nevada,NV,NA,2009,NA,Mental health counselors,440,NA,NA,NA,NA,NA
NA Nevada,NV,NA,2009,NA,Mental health and substance abuse social workers,400,NA,NA,NA,NA,NA
NA New Hampshire,NH,NA,2009,NA,Mental health counselors,690,NA,NA,NA,NA,NA
NA New Hampshire,NH,NA,2009,NA,Mental health and substance abuse social workers,500,NA,NA,NA,NA,NA
NA New Jersey,NJ,NA,2009,NA,Mental health counselors,3090,NA,NA,NA,NA,NA
NA New Jersey,NJ,NA,2009,NA,Mental health and substance abuse social workers,1570,NA,NA,NA,NA,NA
NA New Mexico,NM,NA,2009,NA,Mental health counselors,880,NA,NA,NA,NA,NA
NA New Mexico,NM,NA,2009,NA,Mental health and substance abuse social workers,1460,NA,NA,NA,NA,NA
NA New York,NY,NA,2009,NA,Mental health counselors,6150,NA,NA,NA,NA,NA
NA New York,NY,NA,2009,NA,Mental health and substance abuse social workers,11030,NA,NA,NA,NA,NA
NA North Carolina,NC,NA,2009,NA,Mental health counselors,3640,NA,NA,NA,NA,NA
NA North Carolina,NC,NA,2009,NA,Mental health and substance abuse social workers,4140,NA,NA,NA,NA,NA
NA North Dakota,ND,NA,2009,NA,Mental health and substance abuse social workers,380,NA,NA,NA,NA,NA
NA Ohio,OH,NA,2009,NA,Mental health counselors,3910,NA,NA,NA,NA,NA
NA Ohio,OH,NA,2009,NA,Mental health and substance abuse social workers,4920,NA,NA,NA,NA,NA
NA Oklahoma,OK,NA,2009,NA,Mental health counselors,1210,NA,NA,NA,NA,NA
NA Oklahoma,OK,NA,2009,NA,Mental health and substance abuse social workers,980,NA,NA,NA,NA,NA
NA Oregon,OR,NA,2009,NA,Mental health counselors,1740,NA,NA,NA,NA,NA
NA Oregon,OR,NA,2009,NA,Mental health and substance abuse social workers,2050,NA,NA,NA,NA,NA
NA Pennsylvania,PA,NA,2009,NA,Mental health counselors,15340,NA,NA,NA,NA,NA
NA Pennsylvania,PA,NA,2009,NA,Mental health and substance abuse social workers,8790,NA,NA,NA,NA,NA
NA Rhode Island,RI,NA,2009,NA,Mental health counselors,460,NA,NA,NA,NA,NA
NA Rhode Island,RI,NA,2009,NA,Mental health and substance abuse social workers,1260,NA,NA,NA,NA,NA
NA South Carolina,SC,NA,2009,NA,Mental health counselors,530,NA,NA,NA,NA,NA
NA South Carolina,SC,NA,2009,NA,Mental health and substance abuse social workers,920,NA,NA,NA,NA,NA
NA South Dakota,SD,NA,2009,NA,Mental health counselors,230,NA,NA,NA,NA,NA
NA South Dakota,SD,NA,2009,NA,Mental health and substance abuse social workers,280,NA,NA,NA,NA,NA
NA Tennessee,TN,NA,2009,NA,Mental health counselors,2010,NA,NA,NA,NA,NA
NA Tennessee,TN,NA,2009,NA,Mental health and substance abuse social workers,2260,NA,NA,NA,NA,NA
NA Texas,TX,NA,2009,NA,Mental health counselors,4310,NA,NA,NA,NA,NA
NA Texas,TX,NA,2009,NA,Mental health and substance abuse social workers,3680,NA,NA,NA,NA,NA
NA Utah,UT,NA,2009,NA,Mental health counselors,630,NA,NA,NA,NA,NA
NA Utah,UT,NA,2009,NA,Mental health and substance abuse social workers,1030,NA,NA,NA,NA,NA
NA Vermont,VT,NA,2009,NA,Mental health counselors,210,NA,NA,NA,NA,NA
NA Virginia,VA,NA,2009,NA,Mental health counselors,4910,NA,NA,NA,NA,NA
NA Virginia,VA,NA,2009,NA,Mental health and substance abuse social workers,3150,NA,NA,NA,NA,NA
NA Washington,WA,NA,2009,NA,Mental health counselors,4140,NA,NA,NA,NA,NA
NA Washington,WA,NA,2009,NA,Mental health and substance abuse social workers,2390,NA,NA,NA,NA,NA
NA West Virginia,WV,NA,2009,NA,Mental health counselors,660,NA,NA,NA,NA,NA
NA West Virginia,WV,NA,2009,NA,Mental health and substance abuse social workers,1150,NA,NA,NA,NA,NA
NA Wisconsin,WI,NA,2009,NA,Mental health counselors,1780,NA,NA,NA,NA,NA
NA Wisconsin,WI,NA,2009,NA,Mental health and substance abuse social workers,3170,NA,NA,NA,NA,NA
NA Wyoming,WY,NA,2009,NA,Mental health counselors,160,NA,NA,NA,NA,NA
NA Wyoming,WY,NA,2009,NA,Mental health and substance abuse social workers,400,NA,NA,NA,NA,NA
NA Puerto Rico,PR,NA,2009,NA,Mental health counselors,70,NA,NA,NA,NA,NA
NA Puerto Rico,PR,NA,2009,NA,Mental health and substance abuse social workers,280,NA,NA,NA,NA,NA
NA Alabama,AL,NA,2010,NA,Mental Health Counselors,600,NA,NA,NA,NA,NA
NA Alabama,AL,NA,2010,NA,Mental Health and Substance Abuse Social Workers,1050,NA,NA,NA,NA,NA
NA Alaska,AK,NA,2010,NA,Mental Health Counselors,420,NA,NA,NA,NA,NA
NA Alaska,AK,NA,2010,NA,Mental Health and Substance Abuse Social Workers,590,NA,NA,NA,NA,NA
NA Arizona,AZ,NA,2010,NA,Mental Health Counselors,1410,NA,NA,NA,NA,NA
NA Arizona,AZ,NA,2010,NA,Mental Health and Substance Abuse Social Workers,2810,NA,NA,NA,NA,NA
NA Arkansas,AR,NA,2010,NA,Mental Health Counselors,540,NA,NA,NA,NA,NA
NA Arkansas,AR,NA,2010,NA,Mental Health and Substance Abuse Social Workers,840,NA,NA,NA,NA,NA
NA California,CA,NA,2010,NA,Mental Health Counselors,8450,NA,NA,NA,NA,NA
NA California,CA,NA,2010,NA,Mental Health and Substance Abuse Social Workers,10650,NA,NA,NA,NA,NA
NA Colorado,CO,NA,2010,NA,Mental Health Counselors,3190,NA,NA,NA,NA,NA
NA Colorado,CO,NA,2010,NA,Mental Health and Substance Abuse Social Workers,2270,NA,NA,NA,NA,NA
NA Connecticut,CT,NA,2010,NA,Mental Health Counselors,1840,NA,NA,NA,NA,NA
NA Connecticut,CT,NA,2010,NA,Mental Health and Substance Abuse Social Workers,2770,NA,NA,NA,NA,NA
NA Delaware,DE,NA,2010,NA,Mental Health Counselors,180,NA,NA,NA,NA,NA
NA Delaware,DE,NA,2010,NA,Mental Health and Substance Abuse Social Workers,470,NA,NA,NA,NA,NA
NA Florida,FL,NA,2010,NA,Mental Health Counselors,4790,NA,NA,NA,NA,NA
NA Florida,FL,NA,2010,NA,Mental Health and Substance Abuse Social Workers,5040,NA,NA,NA,NA,NA
NA Georgia,GA,NA,2010,NA,Mental Health Counselors,1670,NA,NA,NA,NA,NA
NA Georgia,GA,NA,2010,NA,Mental Health and Substance Abuse Social Workers,1010,NA,NA,NA,NA,NA
NA Hawaii,HI,NA,2010,NA,Mental Health Counselors,150,NA,NA,NA,NA,NA
NA Hawaii,HI,NA,2010,NA,Mental Health and Substance Abuse Social Workers,420,NA,NA,NA,NA,NA
NA Idaho,ID,NA,2010,NA,Mental Health Counselors,500,NA,NA,NA,NA,NA
NA Idaho,ID,NA,2010,NA,Mental Health and Substance Abuse Social Workers,1130,NA,NA,NA,NA,NA
NA Illinois,IL,NA,2010,NA,Mental Health Counselors,5850,NA,NA,NA,NA,NA
NA Illinois,IL,NA,2010,NA,Mental Health and Substance Abuse Social Workers,4600,NA,NA,NA,NA,NA
NA Indiana,IN,NA,2010,NA,Mental Health Counselors,930,NA,NA,NA,NA,NA
NA Indiana,IN,NA,2010,NA,Mental Health and Substance Abuse Social Workers,2030,NA,NA,NA,NA,NA
NA Iowa,IA,NA,2010,NA,Mental Health Counselors,1300,NA,NA,NA,NA,NA
NA Iowa,IA,NA,2010,NA,Mental Health and Substance Abuse Social Workers,1750,NA,NA,NA,NA,NA
NA Kansas,KS,NA,2010,NA,Mental Health Counselors,520,NA,NA,NA,NA,NA
NA Kansas,KS,NA,2010,NA,Mental Health and Substance Abuse Social Workers,760,NA,NA,NA,NA,NA
NA Kentucky,KY,NA,2010,NA,Mental Health Counselors,1280,NA,NA,NA,NA,NA
NA Kentucky,KY,NA,2010,NA,Mental Health and Substance Abuse Social Workers,1510,NA,NA,NA,NA,NA
NA Louisiana,LA,NA,2010,NA,Mental Health Counselors,2200,NA,NA,NA,NA,NA
NA Louisiana,LA,NA,2010,NA,Mental Health and Substance Abuse Social Workers,1650,NA,NA,NA,NA,NA
NA Maine,ME,NA,2010,NA,Mental Health Counselors,460,NA,NA,NA,NA,NA
NA Maine,ME,NA,2010,NA,Mental Health and Substance Abuse Social Workers,1490,NA,NA,NA,NA,NA
NA Maryland,MD,NA,2010,NA,Mental Health Counselors,1580,NA,NA,NA,NA,NA
NA Maryland,MD,NA,2010,NA,Mental Health and Substance Abuse Social Workers,2100,NA,NA,NA,NA,NA
NA Massachusetts,MA,NA,2010,NA,Mental Health Counselors,5140,NA,NA,NA,NA,NA
NA Massachusetts,MA,NA,2010,NA,Mental Health and Substance Abuse Social Workers,4990,NA,NA,NA,NA,NA
NA Michigan,MI,NA,2010,NA,Mental Health Counselors,2070,NA,NA,NA,NA,NA
NA Michigan,MI,NA,2010,NA,Mental Health and Substance Abuse Social Workers,5010,NA,NA,NA,NA,NA
NA Minnesota,MN,NA,2010,NA,Mental Health Counselors,1980,NA,NA,NA,NA,NA
NA Minnesota,MN,NA,2010,NA,Mental Health and Substance Abuse Social Workers,2200,NA,NA,NA,NA,NA
NA Mississippi,MS,NA,2010,NA,Mental Health Counselors,720,NA,NA,NA,NA,NA
NA Mississippi,MS,NA,2010,NA,Mental Health and Substance Abuse Social Workers,920,NA,NA,NA,NA,NA
NA Missouri,MO,NA,2010,NA,Mental Health Counselors,880,NA,NA,NA,NA,NA
NA Missouri,MO,NA,2010,NA,Mental Health and Substance Abuse Social Workers,3540,NA,NA,NA,NA,NA
NA Montana,MT,NA,2010,NA,Mental Health Counselors,530,NA,NA,NA,NA,NA
NA Montana,MT,NA,2010,NA,Mental Health and Substance Abuse Social Workers,280,NA,NA,NA,NA,NA
NA Nebraska,NE,NA,2010,NA,Mental Health Counselors,750,NA,NA,NA,NA,NA
NA Nebraska,NE,NA,2010,NA,Mental Health and Substance Abuse Social Workers,740,NA,NA,NA,NA,NA
NA Nevada,NV,NA,2010,NA,Mental Health Counselors,490,NA,NA,NA,NA,NA
NA Nevada,NV,NA,2010,NA,Mental Health and Substance Abuse Social Workers,410,NA,NA,NA,NA,NA
NA New Hampshire,NH,NA,2010,NA,Mental Health Counselors,640,NA,NA,NA,NA,NA
NA New Hampshire,NH,NA,2010,NA,Mental Health and Substance Abuse Social Workers,380,NA,NA,NA,NA,NA
NA New Jersey,NJ,NA,2010,NA,Mental Health Counselors,3780,NA,NA,NA,NA,NA
NA New Jersey,NJ,NA,2010,NA,Mental Health and Substance Abuse Social Workers,1430,NA,NA,NA,NA,NA
NA New Mexico,NM,NA,2010,NA,Mental Health Counselors,950,NA,NA,NA,NA,NA
NA New Mexico,NM,NA,2010,NA,Mental Health and Substance Abuse Social Workers,1810,NA,NA,NA,NA,NA
NA New York,NY,NA,2010,NA,Mental Health Counselors,6480,NA,NA,NA,NA,NA
NA New York,NY,NA,2010,NA,Mental Health and Substance Abuse Social Workers,10880,NA,NA,NA,NA,NA
NA North Carolina,NC,NA,2010,NA,Mental Health Counselors,3760,NA,NA,NA,NA,NA
NA North Carolina,NC,NA,2010,NA,Mental Health and Substance Abuse Social Workers,4310,NA,NA,NA,NA,NA
NA North Dakota,ND,NA,2010,NA,Mental Health Counselors,60,NA,NA,NA,NA,NA
NA North Dakota,ND,NA,2010,NA,Mental Health and Substance Abuse Social Workers,340,NA,NA,NA,NA,NA
NA Ohio,OH,NA,2010,NA,Mental Health Counselors,4050,NA,NA,NA,NA,NA
NA Ohio,OH,NA,2010,NA,Mental Health and Substance Abuse Social Workers,5790,NA,NA,NA,NA,NA
NA Oklahoma,OK,NA,2010,NA,Mental Health Counselors,1340,NA,NA,NA,NA,NA
NA Oklahoma,OK,NA,2010,NA,Mental Health and Substance Abuse Social Workers,1100,NA,NA,NA,NA,NA
NA Oregon,OR,NA,2010,NA,Mental Health Counselors,2080,NA,NA,NA,NA,NA
NA Oregon,OR,NA,2010,NA,Mental Health and Substance Abuse Social Workers,2110,NA,NA,NA,NA,NA
NA Pennsylvania,PA,NA,2010,NA,Mental Health Counselors,15740,NA,NA,NA,NA,NA
NA Pennsylvania,PA,NA,2010,NA,Mental Health and Substance Abuse Social Workers,9380,NA,NA,NA,NA,NA
